13	131
13	140
43	138
13	126
22	131
94	126
126	137
126	140
94	140
137	140
44	88
22	131
126	137
94	140
126	140
137	140
13	140
26	42
22	26
94	126
33	140
26	131
13	126
126	128
43	138
26	131
22	26
94	126
126	137
94	140
126	140
137	140
13	140
13	126
33	140
88	140
131	140
13	140
126	140
126	137
94	126
13	126
30	43
94	140
137	140
22	140
26	140
33	140
131	140
88	140
33	140
131	140
30	43
126	137
94	126
13	33
13	140
13	126
94	140
126	140
88	140
137	140
64	126
57	116
13	137
13	94
13	126
94	126
126	137
126	140
13	140
94	140
137	140
26	126
131	140
137	140
94	140
94	126
33	116
33	140
126	140
13	126
126	137
16	70
34	103
23	33
43	60
13	140
33	126
22	43
30	130
111	125
31	125
72	125
34	125
125	138
126	128
30	138
16	128
16	127
33	44
85	138
3	16
54	125
56	125
125	143
77	138
16	70
134	138
85	138
30	138
33	140
131	140
33	44
43	142
34	103
94	126
88	125
57	138
30	134
15	75
43	66
16	144
16	127
30	130
126	137
94	140
13	140
137	140
126	140
121	130
13	126
109	140
67	140
130	132
22	140
72	125
17	59
46	59
43	60
30	77
3	16
16	128
44	125
87	125
87	88
59	87
87	128
76	87
87	122
24	87
87	138
64	87
131	140
33	140
126	140
30	138
34	138
88	140
94	126
126	137
16	70
13	88
15	68
30	77
130	134
130	138
30	130
130	142
100	130
130	132
89	130
116	130
80	130
121	130
134	138
30	134
34	103
94	140
137	140
13	140
44	88
13	126
43	138
85	138
16	128
30	43
77	138
33	116
30	89
13	137
13	94
88	113
88	128
46	88
87	88
68	88
64	88
16	127
44	125
109	140
67	140
23	140
16	128
16	78
126	137
13	137
77	138
134	138
85	138
13	94
33	140
131	140
36	140
16	70
88	140
13	140
30	134
130	138
30	138
94	126
94	140
126	140
137	140
13	33
34	103
70	128
13	126
44	125
117	125
16	127
30	77
16	66
67	140
109	140
23	140
43	138
76	88
59	88
88	117
44	88
30	130
111	138
64	65
64	108
3	16
103	138
34	138
59	87
30	77
13	126
16	127
16	70
13	94
43	60
57	138
94	137
126	137
13	137
137	140
26	137
87	88
83	113
64	87
16	144
40	56
30	130
130	138
34	103
13	131
30	138
30	121
13	140
26	131
94	126
64	108
31	64
130	132
130	142
121	130
130	134
89	130
100	130
116	130
80	130
111	138
34	60
126	140
25	138
13	26
4	64
89	138
30	134
22	26
16	78
94	140
59	87
46	87
131	140
104	126
26	78
13	33
43	138
16	128
43	97
13	88
64	113
15	68
33	140
26	94
16	70
94	140
33	140
131	140
13	33
13	137
13	140
137	140
126	140
126	137
79	126
13	126
34	103
88	125
13	131
30	130
116	130
88	113
30	138
43	138
43	66
30	134
30	121
26	78
130	138
30	77
134	138
77	138
89	138
7	65
15	68
26	131
121	130
130	132
130	142
80	130
130	134
100	130
89	130
22	26
16	127
88	140
43	97
13	126
59	125
13	137
26	78
126	137
88	125
33	140
94	140
131	140
13	140
126	140
26	131
137	140
43	97
88	140
53	145
34	103
57	138
53	103
30	138
109	140
22	140
13	131
64	87
13	33
26	137
13	94
30	134
30	77
130	132
116	130
111	138
16	127
16	98
10	128
53	136
22	26
43	138
77	138
130	138
134	138
121	140
16	70
113	127
30	121
16	128
30	130
16	78
121	146
58	69
83	126
108	126
6	15
4	64
44	88
4	64
16	78
16	70
16	127
34	103
31	37
94	140
131	140
33	140
126	140
13	140
137	140
31	64
88	140
77	138
130	138
134	138
77	105
22	26
26	131
13	126
13	137
10	26
4	44
30	138
30	134
64	87
30	77
57	138
57	130
57	134
57	116
30	130
85	138
105	138
88	128
26	43
4	88
53	107
53	145
16	66
57	100
87	128
130	134
121	130
130	142
130	132
89	130
31	140
58	69
3	16
16	128
72	78
126	137
4	140
77	85
85	105
78	144
116	130
80	130
100	130
22	131
22	140
34	103
64	108
131	140
94	140
33	140
77	130
121	130
130	138
85	130
89	130
130	132
30	130
105	130
130	142
25	130
80	130
13	140
77	105
15	68
10	128
13	126
4	64
126	140
137	140
88	140
4	140
126	137
57	116
80	85
80	134
77	80
80	105
22	26
26	131
64	87
44	64
134	138
107	128
30	138
120	125
55	125
54	125
72	125
16	70
77	138
85	138
105	138
87	88
4	87
46	87
30	85
30	134
28	69
64	128
108	128
13	133
133	137
133	140
126	133
7	132
77	85
85	105
113	128
30	142
64	88
26	97
26	43
64	113
64	83
44	128
43	138
10	26
57	90
90	100
4	88
28	58
28	63
18	118
70	128
3	128
16	128
127	128
83	128
60	128
53	145
88	125
74	126
54	78
16	78
16	127
16	98
63	69
31	138
37	138
111	138
43	60
26	128
31	37
57	100
30	77
13	33
22	131
24	130
130	134
34	98
3	16
57	118
16	127
111	138
131	140
94	140
44	117
34	113
57	116
57	100
24	138
85	138
105	138
89	138
57	138
43	97
34	103
126	133
126	140
16	70
30	130
30	57
13	140
133	140
137	140
133	137
16	66
57	77
13	33
57	118
17	57
30	77
33	67
22	26
57	90
90	100
64	140
29	69
116	130
22	140
26	131
126	137
28	69
43	138
109	140
67	140
23	140
60	128
64	128
13	126
34	55
83	113
64	88
134	138
77	138
30	138
26	128
43	143
44	64
74	126
26	97
113	145
107	113
10	66
66	128
37	138
30	85
30	134
6	15
15	68
16	78
77	134
105	134
64	108
44	88
4	44
74	133
64	126
60	64
31	64
37	64
107	128
10	128
22	54
54	66
4	64
133	137
133	140
13	133
126	133
34	103
43	97
64	65
29	69
131	140
94	140
57	116
52	76
52	59
74	126
10	16
31	64
126	140
137	140
13	140
83	113
57	90
3	115
111	138
126	137
13	126
64	68
31	138
74	104
3	128
57	138
77	138
85	138
134	138
30	138
16	127
121	146
16	70
70	128
16	128
54	133
22	26
26	131
67	140
23	140
109	140
130	138
30	80
33	74
31	37
37	138
22	140
83	128
107	128
64	128
108	128
113	128
10	128
57	100
105	138
4	140
54	137
54	140
57	118
88	140
90	118
26	43
59	125
64	126
30	130
22	131
4	64
64	108
97	143
43	143
57	134
30	77
37	65
80	105
80	85
77	80
127	128
30	85
77	85
85	105
25	77
90	100
3	16
13	33
52	87
59	87
87	117
87	132
76	87
100	130
121	130
130	134
130	132
130	142
116	130
80	130
89	130
30	134
16	70
126	133
134	138
85	138
57	116
57	100
133	137
133	140
13	133
54	133
90	116
57	90
94	140
131	140
126	140
126	137
13	126
85	134
77	85
85	105
30	138
24	132
28	69
28	58
28	63
74	104
130	138
77	105
83	138
130	134
3	115
30	85
57	118
73	95
77	138
37	72
121	146
6	79
16	127
26	131
130	132
85	130
130	142
30	130
4	88
4	44
22	34
22	43
103	138
24	130
121	130
34	103
43	97
12	27
12	129
12	86
12	114
33	104
44	88
33	140
85	89
60	64
137	140
37	138
64	88
44	64
57	130
46	88
88	125
88	140
4	140
105	138
12	73
13	140
55	72
22	54
111	138
30	77
41	73
79	126
56	103
40	56
56	75
56	107
56	145
98	145
78	144
57	134
57	138
79	137
15	62
4	64
54	126
90	95
86	90
90	129
90	110
90	109
90	118
9	90
73	90
27	90
41	90
12	90
47	90
90	114
90	101
90	100
17	90
79	90
15	75
43	142
65	66
22	131
22	26
90	123
3	127
3	16
3	10
3	113
3	70
3	53
6	22
103	145
30	132
24	30
44	125
59	125
117	125
72	125
44	60
59	60
26	43
73	114
16	98
31	64
37	65
30	89
64	108
30	89
94	140
126	133
4	140
88	140
88	125
57	100
57	116
44	64
34	103
13	140
65	113
65	75
65	98
18	53
64	65
31	64
126	140
126	137
13	126
27	73
73	114
73	118
73	109
73	101
73	129
137	140
133	140
77	138
134	138
105	138
130	134
57	130
13	133
133	137
12	86
30	138
72	125
22	26
57	90
107	145
103	145
33	74
3	115
116	130
22	79
22	54
26	54
16	70
16	66
22	145
28	69
28	63
6	53
4	64
57	118
22	131
54	126
73	95
41	95
30	77
28	58
53	111
31	37
64	87
30	130
57	138
113	128
107	128
10	128
60	128
64	128
37	72
6	22
4	88
46	88
30	97
87	125
65	128
64	113
77	105
37	138
102	145
54	140
37	65
30	134
24	30
12	100
12	73
90	116
90	118
90	117
90	107
75	90
90	100
13	126
12	101
12	129
12	86
12	27
13	137
44	64
57	116
30	138
43	140
54	126
121	146
126	137
30	134
30	77
57	118
9	73
73	95
22	26
94	140
126	133
138	146
1	84
37	64
13	140
133	140
126	140
137	140
6	79
73	114
73	101
73	129
73	118
73	109
27	73
64	140
31	140
16	127
31	37
6	84
13	133
133	137
54	133
44	125
26	131
16	70
30	121
16	128
105	138
77	138
134	138
87	88
37	138
44	84
30	89
37	83
83	138
83	125
72	125
57	100
64	108
64	84
54	137
131	140
64	83
16	72
31	64
67	84
34	103
28	63
28	69
30	130
57	122
88	125
64	87
26	54
84	128
60	84
29	116
34	56
37	72
12	73
4	88
116	130
121	130
130	142
130	138
43	66
57	138
41	123
41	47
9	41
41	95
41	110
66	128
73	90
90	118
27	90
12	90
17	90
90	109
90	123
9	90
41	90
79	90
47	90
90	110
86	90
90	95
90	100
90	114
90	101
90	129
72	128
3	115
74	140
40	107
13	33
26	43
4	64
83	113
83	128
83	88
54	140
83	108
65	83
54	79
43	97
37	108
6	43
30	105
130	146
24	146
37	65
4	87
22	131
85	105
25	77
27	100
85	138
134	146
77	146
25	146
15	84
34	60
22	54
4	140
3	128
4	46
75	88
25	30
3	53
77	130
130	134
24	130
33	74
30	57
77	105
40	103
40	136
40	107
3	128
70	128
113	128
10	128
126	133
43	97
4	44
22	26
73	114
73	109
27	73
73	118
73	101
73	129
30	57
26	54
77	138
13	126
30	138
57	118
57	116
94	140
64	87
22	131
54	126
54	133
126	137
54	137
34	103
26	131
44	125
133	140
12	73
53	145
53	107
131	140
13	140
13	137
13	133
105	138
126	140
137	140
16	70
43	66
22	54
43	143
6	84
26	43
133	137
83	107
33	140
27	100
25	30
57	100
12	109
12	129
12	101
44	64
6	79
94	126
57	138
57	134
85	138
134	138
64	108
22	79
6	54
54	79
30	80
79	126
33	104
30	134
88	125
16	72
3	16
30	130
30	121
24	30
30	89
12	100
25	134
25	89
25	77
25	85
25	80
13	33
85	105
77	85
12	95
57	122
79	133
57	90
84	88
16	127
73	123
44	84
4	88
68	84
6	43
64	113
47	73
73	110
43	79
57	130
54	78
64	140
90	100
31	140
42	88
88	140
3	115
87	88
52	104
52	59
16	66
31	64
64	84
6	97
12	27
12	114
12	86
73	86
30	77
77	105
77	89
37	64
25	105
111	138
97	143
4	132
128	132
125	132
31	37
31	43
76	84
59	84
6	107
6	57
77	130
130	134
26	79
79	107
22	79
26	79
6	43
30	77
30	134
133	140
133	137
13	133
126	133
57	116
43	66
88	125
31	65
64	65
65	83
65	108
26	137
64	140
31	140
116	130
130	132
130	138
130	142
121	130
130	134
80	130
30	130
89	130
100	130
25	77
77	138
77	85
77	89
77	105
44	84
67	84
94	140
33	74
87	88
33	104
30	138
54	79
26	43
22	54
113	128
10	128
66	128
57	90
26	54
6	79
44	88
138	143
64	79
13	126
59	125
26	131
22	26
60	79
43	143
43	97
3	115
22	131
126	131
79	133
64	108
16	127
31	64
121	132
12	47
27	129
64	87
79	126
13	137
137	140
126	137
54	137
105	138
9	74
52	76
52	59
13	140
31	42
57	138
16	70
34	60
52	96
12	27
13	33
42	88
34	103
126	140
6	97
85	138
0	34
0	60
0	48
10	131
134	138
105	134
85	134
77	134
12	86
27	86
47	86
4	125
123	135
6	22
111	138
12	17
12	114
54	133
9	73
24	138
25	138
89	138
84	116
132	134
13	26
7	132
17	73
138	145
75	145
56	145
103	145
107	145
15	84
68	84
19	41
41	123
121	146
85	146
77	146
105	146
134	146
37	72
85	105
16	128
57	130
30	57
57	134
84	88
90	116
30	52
59	121
59	117
24	59
59	88
44	59
101	129
118	129
109	129
28	63
28	69
7	28
54	126
59	132
46	88
6	84
54	140
44	87
13	94
64	84
84	124
1	84
127	128
70	128
3	128
128	147
117	125
43	54
26	126
111	145
53	145
136	145
40	145
78	82
78	144
54	131
12	73
4	140
57	122
74	131
73	95
73	129
73	109
27	73
73	118
73	101
47	73
30	105
79	145
