13	131
13	140
43	138
13	126
22	131
94	126
126	137
126	140
94	140
137	140
44	88
22	131
126	137
94	140
126	140
137	140
13	140
26	42
22	26
94	126
33	140
26	131
13	126
126	128
43	138
26	131
22	26
94	126
126	137
94	140
126	140
137	140
13	140
13	126
33	140
88	140
131	140
13	140
126	140
126	137
94	126
13	126
30	43
94	140
137	140
22	140
26	140
33	140
131	140
88	140
33	140
131	140
30	43
126	137
94	126
13	33
13	140
13	126
94	140
126	140
88	140
137	140
64	126
57	116
13	137
13	94
13	126
94	126
126	137
126	140
13	140
94	140
137	140
26	126
